numero_processo
0053.001595/2023-08
0036.038686/2023-07
0036.040769/2023-58
0036.041915/2023-62
0036.046807/2023-86
0036.037151/2023-19
0036.109831/2022-52
0036.611634/2021-18
0036.070329/2022-44
0036.081145/2022-18
0036.078455/2022-47
0036.078021/2022-47
0054.000533/2023-61
0036.018241/2023-01
0036.020976/2023-96
0036.079799/2022-73
0053.001531/2023-07
0036.104852/2022-81
0036.009427/2023-61
0036.025770/2023-52
0036.001174/2023-87
0054.000663/2023-01
0036.026680/2023-89
0049.005069/2023-78
0036.003273/2023-01
0036.022145/2023-59
0036.027090/2023-73
0036.030436/2023-11
0049.009900/2023-61
0036.077824/2022-84
0036.033285/2023-52
0049.004350/2023-93
0036.038658/2023-81
0036.037649/2023-73
0046.000486/2023-54
0053.001767/2023-35
0036.034928/2023-85
0036.040388/2023-79
0036.082095/2022-88
0036.080671/2022-52
0036.043254/2023-18
0036.044029/2023-91
0036.039868/2023-97
0063.001719/2023-28
0020.206698/2020-99
0036.013490/2023-00
0036.111484/2022-28
0050.003595/2023-64
0036.022830/2023-85
0036.024091/2023-66
0036.027348/2023-31
0036.050188/2023-24
0036.033150/2023-97
0036.036165/2023-15
0036.034514/2023-56
0036.032309/2023-56
0049.007889/2023-02
0036.105789/2022-09
0036.061361/2021-58
0036.019471/2023-89
0036.289999/2019-37
0049.001226/2023-76
0063.000285/2023-49
0036.023364/2023-55
0036.027024/2023-01
0036.107346/2022-44
0036.100610/2022-19
0036.099867/2022-11
0049.006708/2023-12
0036.097880/2022-35
0050.073415/2022-21
0036.011929/2023-51
0036.021965/2023-23
0036.089119/2022-20
0036.085571/2022-12
0054.000923/2023-31
0036.022577/2023-60
0036.027551/2023-16
0020.001947/2023-02
0049.071332/2021-55
0036.084703/2022-99
0036.082762/2022-22
0036.082321/2022-21
0049.073180/2022-14
0036.082123/2022-67
0036.078010/2022-67
0036.077838/2022-06
0036.016255/2023-81
0036.077302/2022-82
0049.068921/2022-37
0050.043324/2022-61
0059.000274/2023-28
0050.581727/2021-22
0049.551481/2021-01
0049.071267/2022-49
0036.517278/2021-47
0053.505372/2021-45
0036.486991/2021-31
0060.274726/2021-13
0051.491179/2020-59
0036.491064/2020-52
0049.333146/2020-34
0053.436743/2019-17
0066.163526/2019-53
0036.147610/2019-87
0063.001501/2023-73
0049.003281/2023-09
0005.002966/2023-36
0036.047754/2023-11
0036.109115/2022-75
0036.019918/2023-10
0049.006975/2023-90
0050.076072/2022-56
0036.078020/2022-01
0036.103420/2022-53
0036.108555/2022-13
0036.023942/2022-72
0036.286056/2021-77
0036.095236/2022-22
0036.048857/2023-06
0036088787202230
0036.049106/2023-07
0036.046803/2023-06
0049.012792/2023-11
0049.012793/2023-58
0036.069490/2022-75
0049.012794/2023-01
0050.072218/2022-94
0036.019875/2023-72
0049.002994/2023-47
0036.103068/2022-56
0036.112130/2022-09
0036.039152/2023-90
0036.027129/2023-52
0050.002323/2023-47
0036.000310/2022-31
0036.588561/2021-53
0049.484321/2021-31
0036.077859/2022-13
0036.083237/2022-24
0036.109296/2022-30
0036.048078/2023-01
0036.100886/2022-05
0036.104756/2022-33
0036.002094/2023-49
0036.084035/2022-08
0053.068960/2022-75
0036.552342/2021-36
0050.554356/2021-14
0036.107409/2022-62
0036.077842/2022-66
0059.000625/2023-09
0036009600202321
0036.102411/2021-64
0036.033244/2023-66
0053.470998/2021-23
0036.383334/2020-52
0036.038083/2023-05
0036.018613/2020-48
0049.010142/2023-23
0036.088158/2022-18
0036.097423/2022-41
0036.073921/2022-06
0036.034638/2023-31
0036.023261/2023-95
0036.046512/2023-18
0036.028828/2023-10
0036.003012/2023-83
0049.013724/2023-61
0053.475797/2021-12
0036.075770/2022-12
0036.099638/2022-04
0036.000449/2023-65
0036.531421/2021-11
0049.000640/2023-68
0036.006778/2023-10
0051.102025/2020-01
0050.000453/2023-45
0036.280785/2021-10
0036.060058/2022-19
0036.076479/2022-61
0036.032893/2023-40
0036.008687/2023-19
0036.068162/2022-51
0036.041820/2023-49
0059.000422/2023-12
0036.419926/2021-09
0046.000079/2023-47
0036.050503/2023-13
0049002994/2023-47
0036.080398/2022-66
0036.007821/2023-64
0036.008783/2023-67
0049.000869/2023-01
0036.084644/2022-59
0036.102287/2022-18
0046.000483/2023-11
0049.002484/2023-70
0049.005588/2023-36
0049.002568/2023-11
0049.002549/2023-87
0036.040611/2023-88
00490004442023-93
0049.002703/2023-11
0036.006890/2023-51
0036.009053/2023-83
0005.002307/2023-08
0049.001895/2023-48
0036.008295/2023-50
0036.107828/2022-02
0036.100213/2022-47
0036.023091/2022-68
0049.001614/2023-57
0036.093325/2022-34
0053.069906/2022-47
0050.003263/2023-80
0049.073457/2022-09
0036.018508/2023-51
0050.071783/2022-34
0049.591376/2021-05
0036.093613/2022-99
0036.002640/2023-41
0036.577676/2021-12
0050.000614/2023-09
0036.600631/2021-59
0036.020296/2023-72
0049.004125/2023-57
0036.006650/2023-56
0036.078711/2022-04
0036.105625/2020-10
0036.018737/2023-76
0036.294704/2020-88
0050.005287/2023-73
0036.032159/2023-81
0036.031525/2023-84
0049.006695/2023-81
0036.029499/2023-24
0050.071825/2022-37
0050.009554/2023-81
0036.004030/2023-82
0036.004032/2023-71
0063.000555/2023-11
0050.002834/2023-69
0036.020253/2023-97
0049.005286/2023-68
0050.003559/2023-09
0049.001987/2023-28
0036.021704/2023-11
0036.023542/2023-48
0036.450212/2019-45
0036.093779/2022-13
0049.308951/2020-20
0049.133848/2021-09
0063.002126/2023-89
0036.051862/2023-98
0036.053749/2023-47
0036.018728/2023-85
0036.022315/2023-03
0036.001038/2023-97
0036.021630/2023-13
0049.005614/2023-26
0036.020674/2023-18
0036.029312/2023-92
0036.110459/2022-27
0036.013936/2023-98
0036.000875/2023-07
0036.029457/2023-93
0049.007557/2023-10
0036.016614/2023-09
0049.008205/2023-81
0049.008195/2023-84
0049.008199/2023-62
0049.008209/2023-60
0049.008187/2023-38
0049.008216/2023-61
0049.008212/2023-83
0049.008722/2023-51
0049.007981/2023-64
0049.009119/2023-96
0049.009083/2023-41
0049.008710/2023-26
0036.012944/2023-17
0036.023819/2023-32
0049.010192/2023-19
0036.008537/2023-13
0036.001391/2023-77
0036.016158/2023-99
0036.016159/2023-33
0036.025956/2023-10
0049.011659/2023-30
0049.011725/2023-71
0049.011660/2023-64
0049.011723/2023-82
0049.012773/2023-87
0049.012774/2023-21
0049.012536/2023-16
0049.012775/2023-76
0049.011569/2023-49
0036.033034/2023-78
0036.001837/2023-63
0036.082826/2021-12
0036.055678/2023-17
0036.019010/2021-44
0059.000848/2023-68
0036.001110/2023-86
0036.107895/2022-19
0036.088868/2022-30
0036.082277/2022-59
0036.307595/2021-57
0036.109471/2020-27
0036.275456/2021-57
0036.141315/2021-31
0036.072410/2022-69
0050.071642/2022-11
0049.014080/2023-29
0049.011037/2023-10
0049.006658/2023-73
0050.073524/2022-48
0036.106428/2022-71
0036.048481/2023-21
0036.058990/2023-62
0036.053989/2023-41
0049.009150/2023-27
0036.068388/2022-52
0036.071845/2022-96
0051.025188/2019-11
0066.242518/2020-14
0053.581956/2021-17
0049.006673/2023-11
0049.009170/2023-06
0049.009155/2023-50
0036.102085/2022-76
0036.038519/2023-58
0036.006507/2023-64
0036.059451/2023-41
0036.050120/2023-45
0036.101586/2022-35
0049.075582/2022-45
0036.089806/2022-45
0036.095416/2022-12
0049.051486/2022-10
0053.069093/2022-95
0050.072885/2022-77
0036.102962/2022-17
0036.111432/2022-51
0050.075528/2022-61
0063.000022/2024-11
0036.111909/2022-07
0051.198866/2021-89
0036.002770/2023-84
0036.001039/2024-12
0049.012456/2023-61
0005.002747/2023-57
0049.076687/2022-11
0053.000818/2023-10
0036.011063/2023-89
0036.013256/2023-74
0036.113434/2021-02
0036.076762/2022-93
0036.004454/2023-47
0036.004711/2023-41
0036.095086/2022-57
0036.016868/2023-19
0036.019607/2023-51
0036.027692/2023-21
0036.008141/2023-68
0049.009397/2023-43
0059.067828/2022-96
0050.008548/2023-15
0036.055392/2023-31
0036.092815/2022-13
0036.080397/2022-11
0036.008107/2023-93
0046.000548/2023-28
0036.037259/2023-01
0036.001035/2024-34
0036.475578/2021-41
0049.009166/2023-30
0036.055229/2023-79
0049.009169/2023-73
0036.057791/2023-37
0066.210706/2021-56
0036.028016/2023-74
0036.515694/2021-19
0049.015365/2023-87
0049.015616/2023-23
0036.001578/2024-51
0036.058908/2023-08
0036.360402/2020-13
0036.002662/2024-92
0036.098269/2021-43
0054.068863/2022-72
0020.020557/2023-23
0036.584414/2021-12
0059.000382/2023-09
0066.343792/2020-00
0005.002310/2023-13
0036.087886/2022-02
0049.009307/2023-14
0049.009089/2023-18
0049.008522/2023-06
0036.054276/2023-03
0053.068936/2022-36
0049.070072/2022-81
0036.432843/2021-05
0054.068756/2022-44
0036.031851/2023-91
0036.488072/2021-01
0049.070149/2022-13
0036.044161/2023-01
0036.052252/2023-10
0036.057615/2023-03
0036.517263/2021-89
0036.380880/2021-12
0036.002114/2024-62
0036.048286/2023-00
0036.003406/2024-12
0059.000078/2024-34
0036.000830/2024-13
0049.013605/2023-17
0036.085658/2022-90
0036.005160/2024-13
0036.051061/2023-22
0036.105519/2020-28
0059.000090/2024-49
0036.006083/2024-19
0059.000874/2023-96
0053.003765/2023-81
0036.005692/2024-51
0036.003073/2024-21
0036.024110/2023-54
0036.055422/2023-18
0036.007091/2024-82
0036.003690/2024-27
0036.008091/2024-08
0049.001175/2024-63
0053.000567/2024-46
0036.004134/2024-78
0049.015211/2023-95
0049.016202/2023-11
0036.105001/2022-56
0036.031048/2023-57
0036.001635/2024-01
0036.000245/2024-13
0036.006007/2024-11
0036.005911/2024-00
0036.009590/2024-12
0049.000948/2024-94
0036.004381/2024-74
0049.012183/2023-54
0049.002729/2024-40
0036.100333/2022-44
0036.008843/2024-22
0059.000068/2024-07
0036.12342/2024-41
0036.011923/2024-65
0036.056320/2023-10
0036.011822/2024-94
0049.003539/2024-40
0049.003163/2024-73
0036.006222/2024-12
0036.004317/2024-93
0063.000117/2024-34
0063.000111/2024-67
0036.011802/2024-13
0036.011782/2024-81
0036.011763/2024-54
0036.011757/2024-05
0036.011706/2024-75
0036.011163/2024-96
0036.005788/2024-19
0049.000780/2024-17
0036.000345/2024-31
0063.002259/2023-55
0036.055190/2023-90
0036.051665/2023-79
0036.050524/2023-39
0036.048969/2023-59
0036.042543/2023-91
0036.039464/2023-01
0036.037922/2023-60
0036.035814/2023-52
0036.030400/2023-37
0036.029927/2023-19
0049.007436/2023-78
0036.026563/2023-15
0036.024243/2023-21
0036.352777/2021-82
0036.013964/2024-96
0036.010349/2024-28
0036.012740/2024-67
0036.011635/2024-19
0059.000256/2024-27
0049.001229/2024-91
0036.012342/2024-41
0036.015923/2024-34
0036.012400/2024-36
0036.029919/2023-72
0036.029974/2023-62
0036.018471/2024-42
0036.051069/2023-99
0036.012582/2024-45
0036.013678/2024-21
0036.028283/2023-41
0036.056178/2023-01
0050.004631/2024-98
0036.006073/2024-83
0036.008314/2024-29
0049.004315/2024-55
0036.013416/2024-66
0036.016141/2024-12
0036.017760/2024-24
0036.015781/2024-13
0036.010989/2024-38
0036.018024/2024-93
0036.017514/2024-72
0036.019519/2024-30
0036.013738/2024-13
0036.018221/2024-11
0036.017033/2024-67
0036.004523/2024-01
0036.003192/2024-84
0036.013894/2024-76
0036.008714/2024-34
0036.013670/2024-64
0036.013180/2024-68
0036.009826/2024-11
0036.006832/2024-16
0036.006801/2024-57
0049.013979/2023-24
0049.001197/2024-23
0049.016044/2023-08
0049.001177/2024-52
0049.002358/2024-04
0049.000524/2024-20
0049.003835/2024-41
0049.000231/2024-42
0036.012998/2024-63
0050.004150/2024-82
0049.000068/2024-18
0049.002329/2024-34
0036.016153/2024-47
0049.004055/2024-18
0036.016266/2024-42
0036.016262/2024-64
0049.001488/2024-11
0050.004791/2024-37
0050.004805/2024-12
0050.004603/2024-71
0050.004146/2024-14
0049.000291/2024-65
0036.016292/2024-71
0049.004537/2024-78
0049.004557/2024-49
0049.004410/2024-59
0036.015697/2024-91
0049.004803/2024-62
0049.004214/2024-84
0036.010727/2024-73
0036.002418/2024-20
0036.013167/2024-17
0036.013097/2024-99
0036.057346/2023-77
0036.056090/2023-81
0049.011792/2023-96
0049.014495/2023-01
0036.013370/2024-85
0036.004446/2024-81
0049.014712/2023-54
0049.002109/2024-19
0036.013415/2024-11
0020.005028/2024-81
0049.003826/2024-50
0036.015730/2023-01
0049.011804/2023-82
0036.017644/2024-13
0036.017346/2024-15
0036.019376/2024-66
0036.018515/2024-34
0036.005636/2024-16
0036.017364/2024-05
0036.017641/2024-71
0036.017653/2024-04
0036.016705/2024-17
0049.001438/2024-34
0036.015086/2024-43
0036.054654/2023-41
0036.001025/2024-07
0036.014719/2024-04
0036.006836/2023-13
0036.018505/2024-07
0036.014047/2024-29
0036.015082/2024-65
0036.015371/2024-64
0036.005553/2024-27
0036.058171/2023-15
0036.058319/2023-11
0036.058272/2023-96
0036.058278/2023-63
0036.058289/2023-43
0036.001652/2024-30
0036.014582/2024-80
0036.001698/2024-59
0036.017540/2024-09
0036.017592/2024-77
0036.054659/2023-73
0036.021429/2024-17
0036.054678/2023-08
0036.054110/2023-89
0036.018982/2024-64
0049.003659/2024-47
0036.006833/2023-71
0036.057315/2023-16
0036.001655/2024-73
0036.006904/2024-17
0036.054658/2023-29
0036.021470/2024-85
0036.056275/2023-95
0036.018453/2024-61
0036.057814/2023-11
0036.010476/2024-27
0036.022357/2024-17
0036.021272/2024-11
0036.044860/2023-42
0005.005187/2023-92
0036.059791/2023-71
0036.052202/2023-24
0036.017429/2024-12
0036.017452/2024-07
0036.021137/2024-76
0036.017463/2024-89
0036.017472/2024-70
0036.001625/2024-67
0036.017487/2024-38
0036.017439/2024-40
0036.058275/2023-20
0036.058280/2023-32
0036.058286/2023-18
0036.058294/2023-56
0036.058296/2023-45
0036.005381/2024-91
0050.006133/2024-80
0036.014400/2024-71
0036.005608/2024-07
0036.005640/2024-84
0036.273039/2020-99
0036.013485/2024-70
0036.049210/2023-93
0036.022375/2024-07
0020.001789/2024-63
0036.003297/2024-33
0036.004203/2024-43
0020.011207/2023-76
0036.015169/2024-32
0036.023134/2024-77
0036.009615/2024-70
0036.006970/2024-97
0036.018115/2024-29
0036.003902/2024-76
0036.003761/2024-91
0036.026570/2024-06
0036.023590/2024-17
0036.057053/2023-90
0036.057669/2023-61
0036.060238/2023-81
0036.001661/2024-21
0036.001710/2024-25
0036.001715/2024-58
0036.023231/2024-60
0036.001766/2024-80
0036.001828/2024-53
0049.015499/2023-06
0036.004052/2024-23
0036.006254/2024-18
0036.008089/2024-21
0036.017966/2024-54
0036.001954/2024-16
0036.016247/2017-97
0036.006914/2024-52
0050.005171/2023-34
0036.052658/2023-94
0036.018988/2024-31
0036.022196/2024-61
0036.019554/2024-59
0036.024280/2024-10
0036.021931/2024-10
0036.051649/2023-86
0036.018461/2024-15
0036.005756/2024-13
0036.008280/2024-72
0036.058273/2023-31
0036.547611/2021-42
0050.071690/2022-18
0063.067847/2022-53
0036.017264/2024-71
0036.023925/2024-05
0036.023945/2024-78
0036.024003/2024-15
0036.024098/2024-69
0049.004223/2024-75
0036.023965/2024-49
0036.024084/2024-45
0036.036339/2023-31
0036.003507/2024-93
0036.077686/2022-33
0036.033044/2023-11
0036.011545/2024-10
0036.001421/2024-26
0036.057526/2023-59
0036.002346/2024-11
0036.009655/2024-11
0036.018964/2024-82
0049.004628/2024-11
0036.002508/2024-11
0049.005544/2024-97
0049.005696/2024-90
0049.005932/2024-78
0049.005937/2024-09
0049.005973/2024-64
0049.005955/2024-82
0049.005850/2024-23
0049.006285/2024-11
0036.018638/2024-75

0036.003735/2024-63
0049.014838/2023-29
0036.003630/2024-12
0036.002598/2024-40
0036.007394/2024-03
0036.052678/2023-65
0050.003799/2024-86
0049.004959/2024-43
0050.004984/2024-98
0050.005164/2024-13
0050.004927/2024-17
0036.019512/2024-18
0049.002864/2024-95
0050.005280/2024-32
0050.005284/2024-11
0050.005283/2024-76
0049.005334/2024-07
0036.018132/2024-66
0050.005598/2024-13
0050.005594/2024-35
0050.005639/2024-71
0050.005713/2024-50
0036.020672/2024-18
0050.005868/2024-96
0036.020655/2024-72
0036.024668/2024-11
0049.006181/2024-15
0036.025083/2024-18
0036.042869/2023-19
0036.015999/2023-89
0036.020556/2024-91
0036.009821/2024-80
0036.022286/2024-52
0036.004596/2024-95
0036.022702/2024-12
0036.022931/2024-37
0036.023602/2024-11
0036.052228/2023-72
0036.024319/2024-07
0036.024568/2024-94
0036.025138/2024-90
0036.015196/2024-13
0036.053851/2023-42
0036.017971/2024-67
0049.002997/2024-61
0050.012998/2023-02
0036.023330/2024-41
0036.025618/2024-51
0036.021267/2024-17
0036.023317/2024-92
0036.026853/2024-40
0036.024611/2024-11
0036.003868/2024-30
0036.078695/2022-41
0036.025958/2024-81
0049.006706/2024-12
0036.013242/2024-31
0036.017639/2024-01
0036.026532/2024-45
0049.014223/2023-01
0036.028712/2024-61
0036.027115/2024-10
0036.001654/2024-29
0036.001645/2024-38
0036.026501/2024-94
0036.022063/2023-12
0036.015778/2024-91
0036.015744/2024-05
0036.015859/2024-91
0036.053875/2023-00
0036.033939/2023-48
0036.008153/2024-73
0036.003207/2024-12
0036.008006/2024-01
0036.008110/2024-98
0036.007998/2024-41
0036.007587/2024-56
0036.007291/2024-35
0036.013967/2024-20
0036.007470/2024-72
0036.008171/2024-55
0036.008128/2024-90
0036.003412/2024-70
0036.003421/2024-61
0036.003430/2024-51
0036.007124/2024-94
0036.002860/2024-56
0036.003131/2024-17
0036.029175/2024-77
0036.029046/2024-89
0036.015706/2024-44
0036.025734/2024-70
0036.025091/2024-64
0036.029662/2024-30
0036.030590/2024-73
0036.030465/2024-63
0049.008009/2024-98
0036.027251/2024-18
0036.027600/2024-93
0036.028551/2024-14
0036.022558/2024-14
0036.016273/2024-44
0036.014312/2024-79
0036.027891/2024-10
0036.026962/2024-67
0036.019641/2024-14
0036.024934/2024-13
0036.028785/2024-53
0049.004385/2024-11
0036.025200/2024-43
0036.020496/2024-14
0036.026741/2024-99
0036.015340/2024-11
0036.028042/2024-83
0036.003316/2024-21
0036.025840/2024-53
0020.020848/2023-11
0036.007462/2024-26
0036.029841/2024-77
0036.057926/2023-64
0036.029972/2024-54
0036.024075/2024-54
0036.024644/2024-61
0049.002282/2024-17
0036.027112/2024-86
0036.006834/2023-16
0036.006830/2024-19
0036.026845/2024-01
0036.026774/2024-39
0036.028242/2024-36
0036.028312/2024-56
0036.023187/2024-98
0036.033324/2024-01
0036.033349/2024-04
0036.008682/2024-77
0036.028857/2024-62
0036.029876/2024-14
0036.035342/2024-19
0053.002493/2024-82
0036.059337/2023-11
0036.013161/2023-51
0036.012504/2023-60
0036.047857/2023-81
0036.093971/2022-00
0036.035314/2023-11
0036.011330/2023-18
0036.014699/2024-63
0036.112230/2022-27
0053.597838/2021-21
0050.071220/2022-46
0036.101768/2022-14
0036.087642/2022-11
0049.068279/2022-96
0036.003830/2023-86
0043.068068/2022-11
0053.466947/2020-16
0036.176129/2021-13
0036.010421/2021-74
0050.438694/2018-04
0036.379760/2020-91
0036.513922/2020-27
0036.141812/2021-30
0049.007666/2024-18
0036.015957/2024-29
0036.022026/2024-87
0036.016186/2024-97
0036.014753/2024-71
0036.019755/2024-56
0036.023671/2024-17
0036.016253/2024-73
0036.020574/2024-72
0036.033391/2024-17
0036.022508/2024-37
0049.003157/2024-16
0049.003162/2024-29
0036.009914/2024-12
0049.003161/2024-84
0049.003160/2024-30
0049.002974/2024-57
0049.006128/2024-14
0053.001968/2024-13
0036.028193/2024-31
0036.024699/2024-71
0050.006791/2024-71
0036.025889/2024-14
0036.027248/2024-96
0036.028238/2024-78
0036.028964/2024-91
0036.028222/2024-65
0036.026085/2024-24
0036.027236/2024-61
0036.029845/2024-55
0036.029993/2024-70
0036.029849/2024-33
0036.031330/2024-15
0050.008095/2024-08
0050.008100/2024-74
0036.033428/2024-15
0050.007671/2024-91
0036.031667/2024-22
0036.018501/2024-11
0036.033949/2024-64
0036.032758/2024-85
0036.027670/2024-41
0036.032973/2024-86
0036.032273/2024-91
0036.032971/2024-97
0036.032968/2024-73
0036.031905/2024-08
0036.032268/2024-89
0036.028372/2024-79
0050.009513/2024-76
0020.007515/2023-05
0020.014967/2023-35
0020.018413/2023-15
0020.014233/2023-56
0036.022772/2024-71
0020.079368/2022-86
0036.032797/2024-82
0020.017993/2023-15
0020.075620/2022-88
0020.000057/2024-56
0020.013622/2023-64
0036.014359/2024-32
0020.018929/2023-51
0036.007118/2024-37
0036.009353/2024-43
0020.004077/2024.04
0020.018244/2023-13
0036.057895/2023-41
0020.003479/2024-83
0020.003523/2024-55
0036.004635/2024-54
0020.020671/2023-53
0036.039096/2024-74
0020.021280/2023-56
0020.007861/2024-66
0020.081420/2022-64
0020.483392/2019-11
0020.015409/2023-97
0020.017277/2023-38
0036.049457/2023-18
0020.002661/2024-17
0020.003643/2024-52
0020.014101/2023-24
0020.206184/2019-08
0020.002474/2024-33
0036.013926/2024-33
0036.045266/2023-79
0020.018672/2023-38
0036.004679/2024-84
0036.020406/2024-87
0020.017805/2023-59
0036.019288/2024-64
0036.037250/2024-73
0020.020554/2023-90
0020.000999/2024-34
0036.025726/2024-23
0036.034156/2024-62
0020.009585/2023-90
0036.042941/2023-16
0036.023100/2023-00
0036.011949/2024-11
0020.001031/2024-25
0036.001726/2024-83
0036.034153/2024-29
0036.060156/2023-37
0036.034860/2024-15
0036.100288/2022-28
0036.024936/2024-02
0036.042116/2023-11
0036.008238/2023-71
0020.020844/2023-33
0036.005353/2024-74
0020.01215/2024-95
0020.002336/2024-54
0036.056881/2023-19
0036.056535/2023-22
0036.043588/2023-83
0036.003599/2024-10
0036.005625/2024-36
0020.020665/2023-04
0036.03999/2023-14
0020.001419/2024-26
0036.032164/2023-93
0020.003252/2024-38
0020.000822/2024-38
0020.002461/2024-64
0020.019820/2023-31
0036.052501/2023-69
0036.009076/2024-79
0036.055307/2023-35
0036.04441/2024-59
0036.004257/2024-17
0036.008897/2024-98
0020.002022/2024-51
0036.004458/2024-14
0020.001520/2024-87
0036.057275/2023-11
0036.009434/2024-43
0020.001194/2024-16
0036.001398/2024-70
0049.008225/2024-33
0036.035629/2023-68
0020.019214/2023-16
0036.048543/2023-03
0036.008827/2024-30
0020.003621/2024-92
0036.043559/2023-11
0020.003572/2024-98
0036.034051/2023-22
0020.003878/2024-44
0020.003584/2024-12
0036.009343/2024-16
0036.049620/2023-34
0020.012669/2023-19
0046.000579/2024-60
0036.024410/2024-14
0020.003432/2024-10
0036.008698/2024-80
0020.069010/2022-45
0036.043667/2024-75
0020.004511/2024-48
0020.003608/2024-33
0020.014228/2023-43
0036.004445/2024-37
0020.014225/2023-18
0020.020621/2023-76
0036.012917/2024-25
0036.053600/2023-68
0036.013835/2024-06
0020.005099/2024-83
0020.005352/2024-07
0036.040718/2023-26
0036.014364/2024-05
0020.005929/2024-72
0036.046020/2023-14
0020.005913/2024-60
0020.000035/2024-96
0036.015153/2024-20
0036.000723/2024-87
0049.010601/2024-50
0020.005576/2024-19
0036.017935/2024-01
0020.006735/2024-94
0036.032378/2024-41
0020.006783/2024-82
0036.031949/2024-20
0020.003582/2024-23
0020.006848/2024-90
0020.006815/2024-40
0020.006836/2024-65
0036.032354/2024-91
0036.028478/2024-72
0036.031725/2024-18
0036.039016/2024-81
0036.036691/2024-58

